Company;Product;TypeName;Inches;ScreenResolution;Cpu;Ram;Memory;Gpu;OpSys;Weight;Price_euros
Lenovo;Legion Y520-15IKBN;Gaming;15.6;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8GB;256GB SSD;Nvidia GeForce GTX 1050M;No OS;2.4kg;869.0
Toshiba;Satellite Pro;Notebook;15.6;1366x768;Intel Core i5 6200U 2.3GHz;4GB;500GB HDD;Intel HD Graphics 520;Windows 10;2.1kg;602.0
HP;255 G6;Notebook;15.6;1366x768;AMD A6-Series 9220 2.5GHz;4GB;256GB SSD;AMD Radeon R4 Graphics;Windows 10;1.86kg;369.0
Asus;ZenBook UX430UA;Ultrabook;14.0;Full HD 1920x1080;Intel Core i7 8550U 1.8GHz;8GB;256GB SSD;Intel UHD Graphics 620;Windows 10;1.25kg;1099.0
HP;EliteBook Folio;Ultrabook;12.5;IPS Panel 4K Ultra HD / Touchscreen 3840x2160;Intel Core M 6Y75 1.2GHz;8GB;512GB SSD;Intel HD Graphics 515;Windows 10;0.97kg;2014.0
Asus;X541NA (N3350/4GB/1TB/FHD/W10);Notebook;15.6;Full HD 1920x1080;Intel Celeron Dual Core N3350 1.1GHz;4GB;1TB HDD;Intel HD Graphics 500;Windows 10;2kg;344.0
MSI;GE72MVR 7RG;Gaming;17.3;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16GB;256GB SSD +  1TB HDD;Nvidia GeForce GTX 1070;Windows 10;2.9kg;2029.0
Acer;Aspire A315-51;Notebook;15.6;1366x768;Intel Core i3 6006U 2GHz;4GB;1TB HDD;Intel HD Graphics 520;Windows 10;2.1kg;447.0
Dell;Inspiron 5577;Gaming;15.6;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16GB;512GB SSD;Nvidia GeForce GTX 1050;Windows 10;2.56kg;1249.26
Dell;Inspiron 7567;Gaming;15.6;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8GB;1.0TB Hybrid;Nvidia GeForce GTX 1050;Windows 10;2.62kg;899.0
Lenovo;V110-15IKB (i5-7200U/4GB/128GB/W10);Notebook;15.6;1366x768;Intel Core i5 7200U 2.5GHz;4GB;128GB SSD;Intel HD Graphics 620;Windows 10;1.9kg;498.0
MSI;GE73VR 7RE;Gaming;17.3;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16GB;256GB SSD +  1TB HDD;Nvidia GeForce GTX 1060;Windows 10;2.8kg;1890.0
HP;EliteBook 840;Ultrabook;14.0;Full HD 1920x1080;Intel Core i5 7500U 2.7GHz;4GB;256GB SSD;Intel HD Graphics 620;Windows 10;1.48kg;1082.0
HP;15-BS103nv (i5-8250U/6GB/256GB/Radeon;Notebook;15.6;Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;6GB;256GB SSD;AMD Radeon 520;Windows 10;1.91kg;619.0
Lenovo;Yoga 520-14IKB;2 in 1 Convertible;14.0;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i3 7100U 2.4GHz;4GB;256GB SSD;Intel HD Graphics 620;Windows 10;1.74kg;629.0
Asus;ZenBook Flip;2 in 1 Convertible;13.3;Full HD / Touchscreen 1920x1080;Intel Core i5 8250U 1.6GHz;8GB;256GB SSD;Intel HD Graphics 620;Windows 10;1.1kg;1315.0
Dell;Inspiron 5579;2 in 1 Convertible;15.6;Full HD / Touchscreen 1920x1080;Intel Core i7 8550U 1.8GHz;8GB;256GB SSD;Intel UHD Graphics 620;Windows 10;1.56kg;1049.0
Toshiba;Satellite Pro;Notebook;15.6;1366x768;Intel Core i3 6006U 2.2GHz;4GB;500GB HDD;Intel HD Graphics 520;Windows 10;2.1kg;447.0
Asus;X555BP-XX180T (A9-9420/4GB/1TB/Radeon;Notebook;15.6;1366x768;AMD A9-Series 9420 3GHz;4GB;1TB HDD;AMD Radeon R5 M420;Windows 10;2.03kg;403.0
Acer;Aspire A517-51G;Notebook;17.3;IPS Panel Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;4GB;256GB SSD;Nvidia GeForce MX150;Windows 10;3kg;805.0
Dell;Inspiron 3576;Notebook;15.6;Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;8GB;256GB SSD;AMD Radeon 520;Windows 10;2.13kg;728.0
Lenovo;Legion Y520-15IKBN;Gaming;15.6;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16GB;256GB SSD;Nvidia GeForce GTX 1050 Ti;Windows 10;2.5kg;1079.0
Acer;Aspire A315-31;Notebook;15.6;1366x768;Intel Celeron Dual Core N3350 1.1GHz;4GB;1TB HDD;Intel HD Graphics 500;Windows 10;2.1kg;348.0
MSI;GE63VR 7RE;Gaming;15.6;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16GB;256GB SSD +  1TB HDD;Nvidia GeForce GTX 1060;Windows 10;2.4kg;1799.0
Acer;Aspire 3;Notebook;15.6;1366x768;Intel Pentium Quad Core N4200 1.1GHz;4GB;1TB HDD;Intel HD Graphics 505;Windows 10;2.1kg;363.51
Dell;Inspiron 5577;Gaming;15.6;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8GB;128GB SSD +  1TB HDD;Nvidia GeForce GTX 1050;Windows 10;2.56kg;1060.49
Acer;Aspire A517-51G;Notebook;17.3;IPS Panel Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;8GB;256GB SSD;Nvidia GeForce MX150;Windows 10;3kg;854.0
HP;ProBook 430;Notebook;13.3;IPS Panel Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;4GB;500GB HDD;Intel UHD Graphics 620;Windows 10;1.49kg;754.0
Huawei;MateBook X;Ultrabook;13.0;IPS Panel Full HD 2160x1440;Intel Core i5 7200U 2.5GHz;8GB;256GB SSD;Intel HD Graphics 620;Windows 10;1.05kg;1349.0
HP;17-bs001nv (i5-7200U/6GB/2TB/Radeon;Notebook;17.3;IPS Panel Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;6GB;2TB HDD;AMD Radeon 520;Windows 10;2.71kg;699.0
Lenovo;IdeaPad 320-15AST;Notebook;15.6;1366x768;AMD A6-Series 9220 2.9GHz;4GB;500GB HDD;AMD Radeon R4 Graphics;No OS;2.2kg;309.0
Toshiba;Satellite Pro;Notebook;15.6;1366x768;Intel Core i3 7100U 2.4GHz;4GB;500GB HDD;Intel HD Graphics 620;Windows 10;2kg;489.0
HP;ProBook 470;Notebook;17.3;Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;8GB;256GB SSD;Nvidia GeForce 930MX;Windows 10;2.5kg;923.0
Dell;Inspiron 3567;Notebook;15.6;1366x768;Intel Core i3 7100U 2.4GHz;8GB;1TB HDD;Intel HD Graphics 620;Windows 10;2.3kg;459.0
Acer;Aspire A315-51;Notebook;15.6;1366x768;Intel Core i3 6006U 2GHz;4GB;128GB SSD;Intel HD Graphics 520;Windows 10;2.1kg;449.0
MSI;GT80S 6QF-074US;Gaming;18.4;Full HD 1920x1080;Intel Core i7 6920HQ 2.9GHz;32GB;512GB SSD +  1TB HDD;Nvidia GTX 980 SLI;Windows 10;4.4kg;2799.0
Lenovo;V310-15IKB (i5-7200U/8GB/1TB;Notebook;15.6;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8GB;128GB SSD +  1TB HDD;AMD R17M-M1-70;Windows 10;1.90kg;813.0
HP;Spectre x360;2 in 1 Convertible;13.3;IPS Panel 4K Ultra HD / Touchscreen 3840x2160;Intel Core i5 8250U 1.6GHz;8GB;256GB SSD;Intel UHD Graphics 620;Windows 10;1.29kg;1499.0
Dell;Inspiron 5570;Notebook;15.6;Full HD 1920x1080;Intel Core i7 8550U 1.8GHz;16GB;256GB SSD +  2TB HDD;AMD Radeon 530;Linux;2.02kg;1049.0
Dell;XPS 13;Ultrabook;13.3;Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;8GB;256GB SSD;Intel UHD Graphics 620;Windows 10;1.23kg;1399.0
Lenovo;Yoga 920-13IKB;2 in 1 Convertible;13.9;IPS Panel 4K Ultra HD / Touchscreen 3840x2160;Intel Core i7 8550U 1.8GHz;16GB;512GB SSD;Intel UHD Graphics 620;Windows 10;1.4kg;1849.0
Toshiba;Satellite Pro;Notebook;15.6;1366x768;Intel Core i5 7200U 2.5GHz;8GB;128GB SSD;Intel HD Graphics 620;Windows 10;2.0kg;793.0
Xiaomi;Mi Notebook;Notebook;15.6;IPS Panel Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;8GB;256GB SSD;Nvidia GeForce MX150;No OS;1.95kg;1199.0
Dell;Inspiron 7773;Notebook;17.3;Full HD / Touchscreen 1920x1080;Intel Core i7 8550U 1.8GHz;16GB;512GB SSD;Nvidia GeForce 150MX;Windows 10;2.77kg;1549.0
Dell;XPS 15;Notebook;15.6;4K Ultra HD / Touchscreen 3840x2160;Intel Core i7 7700HQ 2.8GHz;16GB;512GB SSD;Nvidia GeForce GTX 1050;Windows 10;2.06kg;2397.0
Lenovo;Legion Y520-15IKBN;Gaming;15.6;IPS Panel Full HD 1920x1080;Intel Core i5 7300HQ 2.5GHz;8GB;256GB SSD;Nvidia GeForce GTX 1050;No OS;2.4kg;779.0
Acer;Swift 7;Ultrabook;13.3;IPS Panel Full HD 1920x1080;Intel Core i5 7Y54 1.2GHz;8GB;256GB SSD;Intel HD Graphics 615;Windows 10;1.12kg;989.0
Dell;Inspiron 5770;Notebook;17.3;Full HD 1920x1080;Intel Core i7 8550U 1.8GHz;8GB;128GB SSD +  1TB HDD;AMD Radeon 530;Windows 10;2.8kg;1085.0
Lenovo;Thinkpad Yoga;2 in 1 Convertible;14.0;Touchscreen 2560x1440;Intel Core i7 7500U 2.7GHz;16GB;1TB SSD;Intel HD Graphics 620;Windows 10;1.42kg;2824.0
Vero;K147 (N3350/4GB/32GB/FHD/W10);Notebook;14.0;IPS Panel Full HD 1920x1080;Intel Celeron Dual Core N3350 1.1GHz;4GB;32GB Flash Storage;Intel HD Graphics 500;Windows 10;1.3kg;260.0
Xiaomi;Mi Notebook;Ultrabook;13.3;IPS Panel Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8GB;256GB SSD;Nvidia GeForce MX150;No OS;1.3kg;999.9
Lenovo;IdeaPad 320-17IKBR;Notebook;17.3;1600x900;Intel Core i5 8250U 1.6GHz;8GB;256GB SSD;Nvidia GeForce MX150;No OS;2.8kg;698.0
Dell;Inspiron 5379;2 in 1 Convertible;13.3;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i7 8550U 1.8GHz;8GB;1TB HDD;Intel UHD Graphics 620;Windows 10;1.62kg;839.0
HP;ProBook 470;Notebook;17.3;IPS Panel Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;8GB;1TB HDD;Nvidia GeForce 930MX;Windows 10;2.5kg;914.0
Razer;Blade Pro;Gaming;17.3;4K Ultra HD / Touchscreen 3840x2160;Intel Core i7 7820HK 2.9GHz;32GB;1TB SSD;Nvidia GeForce GTX 1080;Windows 10;3.49kg;6099.0
HP;ProBook 430;Notebook;13.3;Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;8GB;512GB SSD;Intel UHD Graphics 620;Windows 10;1.49kg;959.0
HP;Omen 17-W295;Gaming;17.3;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16GB;256GB SSD +  1TB HDD;Nvidia GeForce GTX 1050;Windows 10;3.35kg;1379.0
HP;Probook 470;Notebook;17.3;Full HD 1920x1080;Intel Core i7 8550U 1.8GHz;8GB;256GB SSD;Nvidia GeForce 930MX ;Windows 10;2.5kg;1045.0
Dell;Inspiron 7577;Gaming;15.6;IPS Panel 4K Ultra HD 3840x2160;Intel Core i7 7700HQ 2.8GHz;16GB;512GB SSD +  1TB HDD;Nvidia GeForce GTX 1060;Windows 10;2.65kg;1845.0
Lenovo;V110-15ISK (i5-6200U/4GB/128GB/W10);Notebook;15.6;1366x768;Intel Core i5 6200U 2.3GHz;4GB;128GB SSD;Intel HD Graphics 520;Windows 10;2.1kg;493.0
Acer;Aspire E5-576G;Notebook;15.6;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8GB;1TB HDD;Nvidia GeForce 940MX;Windows 10;2.23kg;742.0
Lenovo;Legion Y720-15IKB;Gaming;15.6;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16GB;512GB SSD +  1TB HDD;Nvidia GeForce GTX 1060;Windows 10;3.2kg;1749.0
Dell;Precision 7520;Workstation;15.6;4K Ultra HD 3840x2160;Intel Xeon E3-1505M V6 3GHz;16GB;256GB SSD +  1TB HDD;Nvidia Quadro M1200;Windows 10;2.8kg;3055.0
Lenovo;Legion Y520-15IKBN;Gaming;15.6;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16GB;512GB SSD;Nvidia GeForce GTX 1060;No OS;2.4kg;1398.0
Dell;Inspiron 3567;Notebook;15.6;Touchscreen 1366x768;Intel Core i3 7100U 2.4GHz;6GB;1TB HDD;Intel HD Graphics 620;Windows 10;2.3kg;439.0
Dell;XPS 13;Ultrabook;13.3;IPS Panel 4K Ultra HD / Touchscreen 3840x2160;Intel Core i7 8550U 1.8GHz;8GB;256GB SSD;Intel UHD Graphics 620;Windows 10;1.21kg;1949.0
Dell;XPS 13;Ultrabook;13.3;Full HD 1920x1080;Intel Core i7 8550U 1.8GHz;8GB;256GB SSD;Intel UHD Graphics 620;Windows 10;1.2kg;1449.0
Lenovo;IdeaPad 320-15IKBN;Notebook;15.6;1366x768;Intel Core i5 7200U 2.5GHz;8GB;256GB SSD;Intel HD Graphics 620;Windows 10;2.2kg;597.0
Acer;Aspire 7;Notebook;15.6;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8GB;1TB HDD;Nvidia GeForce GTX 1050;Linux;2.4kg;779.0
Asus;ROG GL703VD-GC028T;Gaming;17.3;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16GB;256GB SSD +  1TB HDD;Nvidia GeForce GTX 1050;Windows 10;2.9kg;1407.0
HP;15-bs018nq (i3-6006U/4GB/500GB/FHD/No;Notebook;15.6;Full HD 1920x1080;Intel Core i3 6006U 2GHz;4GB;500GB HDD;Intel HD Graphics 520;No OS;2.1kg;349.0
Lenovo;IdeaPad 320-15IKBN;Notebook;15.6;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8GB;256GB SSD;Intel HD Graphics 620;No OS;2.2kg;549.0
Huawei;MateBook X;Ultrabook;13.0;IPS Panel Full HD 2160x1440;Intel Core i7 7500U 2.7GHz;8GB;512GB SSD;Intel HD Graphics 620;Windows 10;1.05kg;1499.0
Dell;Inspiron 5370;Ultrabook;13.3;IPS Panel Full HD 1920x1080;Intel Core i7 8550U 1.8GHz;8GB;256GB SSD;AMD Radeon 530;Windows 10;1.4kg;931.88
Lenovo;IdeaPad 320-17IKB;Notebook;17.3;1600x900;Intel Core i5 7200U 2.5GHz;8GB;1TB HDD;Nvidia GeForce GTX 940MX;No OS;2.8kg;589.0
HP;Probook 440;Notebook;14.0;Full HD 1920x1080;Intel Core i7 8550U 1.8GHz;8GB;256GB SSD;Nvidia GeForce 930MX;Windows 10;1.63kg;1031.0
Dell;Latitude 5490;Ultrabook;14.0;Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;8GB;256GB SSD;Intel UHD Graphics 620;Windows 10;1.6kg;1149.0
Dell;Inspiron 5379;2 in 1 Convertible;13.3;Full HD / Touchscreen 1920x1080;Intel Core i7 8550U 1.8GHz;16GB;512GB SSD;Intel UHD Graphics 620;Windows 10;1.62kg;1279.0
Dell;Inspiron 3576;Notebook;15.6;Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;8GB;256GB SSD;AMD Radeon 520;Linux;2.2kg;677.35
Lenovo;Yoga 520-14IKB;2 in 1 Convertible;14.0;IPS Panel Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;8GB;256GB SSD;Intel UHD Graphics 620;Windows 10;1.74kg;899.0
Toshiba;Portege Z30-C-16L;Ultrabook;13.3;Full HD 1920x1080;Intel Core i7 6500U 2.5GHz;8GB;256GB SSD;Intel HD Graphics 520;Windows 10;1.2kg;1363.0
HP;ProBook 450;Notebook;15.6;Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;8GB;1TB HDD;Intel UHD Graphics 620;Windows 10;2.1kg;794.0
Dell;Alienware 17;Gaming;17.3;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16GB;256GB SSD +  1TB HDD;Nvidia GeForce GTX 1060;Windows 10;4.42kg;2456.34
Acer;Aspire E5-576G;Notebook;15.6;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8GB;256GB SSD;Nvidia GeForce 940MX;Windows 10;2.2kg;832.0
Dell;Inspiron 5567;Notebook;15.6;Full HD / Touchscreen 1920x1080;Intel Core i7 7500U 2.7GHz;16GB;1TB HDD;AMD Radeon R7 M445;Windows 10;2.3kg;859.01
Asus;Vivobook X541UV-DM1217T;Notebook;15.6;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8GB;256GB SSD;Nvidia GeForce 920MX ;Windows 10;2kg;769.0
Asus;K756UX-T4340T (i5-7200U/8GB/500GB;Notebook;17.3;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8GB;256GB SSD +  500GB HDD;Nvidia GeForce GTX 950M;Windows 10;2.69kg;891.0
HP;ZBook 15u;Notebook;15.6;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8GB;1TB HDD;AMD FirePro W4190M ;Windows 10;1.9kg;1269.0
Asus;Pro P2540UA-XO0198T;Notebook;15.6;1366x768;Intel Core i3 7100U 2.4GHz;4GB;1TB HDD;Intel HD Graphics 620;Windows 10;2.37kg;398.99
HP;15-rb013nv (E2-9000e/4GB/500GB/W10);Notebook;15.6;1366x768;AMD E-Series 9000e 1.5GHz;4GB;500GB HDD;AMD Radeon R2;Windows 10;2.1kg;330.0
Lenovo;Legion Y720-15IKB;Gaming;15.6;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16GB;256GB SSD +  1TB HDD;Nvidia GeForce GTX 1060;Windows 10;3.2kg;1499.0
Dell;Vostro 5468;Notebook;14.0;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8GB;256GB SSD;Intel HD Graphics 620;Windows 10;1.6kg;859.0
Acer;Aspire R7;2 in 1 Convertible;13.3;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i5 6200U 2.3GHz;8GB;256GB SSD;Intel HD Graphics 520;Windows 10;1.6kg;689.0
Dell;Inspiron 5567;Notebook;15.6;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;16GB;256GB SSD;AMD Radeon R7 M445;Linux;2.36kg;899.0
Acer;Aspire A315-51;Notebook;15.6;1366x768;Intel Core i3 6006U 2GHz;4GB;1TB HDD;Intel HD Graphics 520;Linux;2.1kg;390.0
Asus;X555QG-DM242T (A10-9620P/4GB/1TB;Notebook;15.6;Full HD 1920x1080;AMD A10-Series A10-9620P 2.5GHz;4GB;128GB SSD +  1TB HDD;AMD Radeon R5 M430;Windows 10;2.2kg;575.0
Asus;ROG G703VI-E5062T;Gaming;17.3;Full HD 1920x1080;Intel Core i7 7820HK 2.9GHz;32GB;512GB SSD +  1TB HDD;Nvidia GeForce GTX 1080;Windows 10;4.7kg;3890.0
Acer;Nitro AN515-51;Gaming;15.6;IPS Panel Full HD 1920x1080;Intel Core i5 7300HQ 2.5GHz;8GB;256GB SSD;Nvidia GeForce GTX 1050;Windows 10;2.5kg;846.0
Lenovo;IdeaPad 320-15ISK;Notebook;15.6;1366x768;Intel Core i3 6006U 2GHz;8GB;128GB SSD;Intel HD Graphics 520;Windows 10;2.2kg;589.0
Asus;VivoBook Pro;Notebook;17.3;Full HD 1920x1080;Intel Core i7 8550U 1.8GHz;8GB;128GB SSD +  1TB HDD;Nvidia GeForce 150MX;Windows 10;2.1kg;1145.0
Asus;F756UX-T4201D (i7-7500U/8GB/128GB;Notebook;17.3;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8GB;128GB SSD +  1TB HDD;Nvidia GeForce GTX 950M;No OS;2.69kg;889.0
Dell;Inspiron 5577;Gaming;15.6;Full HD 1920x1080;Intel Core i5 7300HQ 2.5GHz;8GB;256GB SSD;Nvidia GeForce GTX 1050;Windows 10;2.56kg;879.0
Lenovo;Yoga 910-13IKB;2 in 1 Convertible;13.9;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i7 7500U 2.7GHz;8GB;256GB SSD;Intel HD Graphics 620;Windows 10;1.38kg;1079.0
Dell;Inspiron 5570;Notebook;15.6;Full HD 1920x1080;Intel Core i7 8550U 1.8GHz;8GB;128GB SSD +  2TB HDD;AMD Radeon 530;Windows 10;2.2kg;985.0
HP;15-bs015dx (i5-7200U/8GB/1TB/W10);Notebook;15.6;Touchscreen 1366x768;Intel Core i5 7200U 2.5GHz;8GB;1TB HDD;Intel HD Graphics 620;Windows 10;2.04kg;559.0
Asus;Rog G701VIK-BA060T;Gaming;17.3;Full HD 1920x1080;Intel Core i7 7820HK 2.9GHz;16GB;256GB SSD;Nvidia GeForce GTX 1080;Windows 10;3.6kg;2999.0
HP;ProBook 430;Notebook;13.3;IPS Panel Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;4GB;500GB HDD;Intel UHD Graphics 620;Windows 10;1.49kg;675.0
Apple;MacBook Pro;Ultrabook;13.3;IPS Panel Retina Display 2560x1600;Intel Core i5 3.1GHz;8GB;512GB SSD;Intel Iris Plus Graphics 650;macOS;1.37kg;2040.0
Dell;Inspiron 5579;2 in 1 Convertible;15.6;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i7 8550U 1.8GHz;8GB;1TB HDD;Intel UHD Graphics 620;Windows 10;2.08kg;819.0
Asus;ROG G752VSK-GC493T;Gaming;17.3;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16GB;256GB SSD +  1TB HDD;Nvidia GeForce GTX 980M;Windows 10;4.3kg;1799.0
Asus;X505BP-BR019T (A9-9420/4GB/1TB/Radeon;Notebook;15.6;1366x768;AMD A9-Series 9420 3GHz;4GB;1TB HDD;AMD Radeon R5 M420;Windows 10;1.68kg;469.0
Lenovo;Yoga 920-13IKB;2 in 1 Convertible;13.9;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i7 8550U 1.8GHz;8GB;512GB SSD;Intel UHD Graphics 620;Windows 10;1.37kg;1849.0
Acer;Aspire 5;Notebook;17.3;IPS Panel Full HD 1920x1080;Intel Core i3 7130U 2.7GHz;4GB;256GB SSD;Nvidia GeForce MX130;Windows 10;3kg;702.0
Dell;Vostro 5370;Ultrabook;13.3;Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;8GB;256GB SSD;Intel UHD Graphics 620;Windows 10;1.41kg;949.0
HP;15-BW094nd (A6-9220/8GB/128GB/W10);Notebook;15.6;1366x768;AMD A6-Series A6-9220 2.5GHz;8GB;128GB SSD;AMD Radeon R4 Graphics;Windows 10;1.91kg;445.9
HP;Envy 17-U275cl;Notebook;17.3;IPS Panel Full HD 1920x1080;Intel Core i7 8550U 1.8GHz;16GB;1TB HDD;Nvidia GeForce MX150;Windows 10;2.9kg;1059.0
MSI;GT73EVR 7RE;Gaming;17.3;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16GB;512GB SSD +  1TB HDD;Nvidia GeForce GTX 1070;Windows 10;4.14kg;2499.0
Lenovo;Yoga 720-15IKB;2 in 1 Convertible;15.6;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i7 7700HQ 2.8GHz;8GB;512GB SSD;Nvidia GeForce GTX 1050M;Windows 10;2kg;1699.0
Dell;Inspiron 5770;Notebook;17.3;Full HD 1920x1080;Intel Core i7 8550U 1.8GHz;8GB;128GB SSD +  1TB HDD;AMD Radeon 530;Windows 10;2.8kg;1142.0
Lenovo;IdeaPad 320-15ISK;Notebook;15.6;Full HD 1920x1080;Intel Core i3 6006U 2GHz;4GB;256GB SSD;Intel HD Graphics 520;No OS;2.2kg;444.0
HP;ProBook 450;Notebook;15.6;IPS Panel Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;4GB;500GB HDD;Intel HD Graphics 620;Windows 10;2.1kg;722.0
Dell;Vostro 3568;Notebook;15.6;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;4GB;1TB HDD;Intel HD Graphics 620;Windows 10;2.18kg;657.0
Dell;Inspiron 3567;Notebook;15.6;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8GB;1TB HDD;AMD Radeon R5 M430;Windows 10;2.24kg;565.0
Dell;Inspiron 5579;2 in 1 Convertible;15.6;Full HD / Touchscreen 1920x1080;Intel Core i5 8250U 1.6GHz;8GB;256GB SSD;Intel UHD Graphics 620;Windows 10;2.67kg;799.0
Asus;ZenBook Flip;2 in 1 Convertible;13.3;Full HD / Touchscreen 1920x1080;Intel Core i7 8550U 1.8GHz;8GB;512GB SSD +  512GB SSD;Intel UHD Graphics 620;Windows 10;1.1kg;1499.0
Lenovo;IdeaPad 320-15IKBN;Notebook;15.6;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;4GB;1TB HDD;Intel HD Graphics 620;No OS;2.2kg;467.0
HP;Probook 470;Notebook;17.3;Full HD 1920x1080;Intel Core i7 8550U 1.8GHz;8GB;1TB HDD;Nvidia GeForce 930MX ;Windows 10;2.5kg;1018.0
Lenovo;V330-15IKB (i7-8550U/8GB/256GB/FHD/W10);Notebook;15.6;Full HD 1920x1080;Intel Core i7 8550U 1.8GHz;8GB;256GB SSD;Intel UHD Graphics 620;Windows 10;2.05kg;880.0
Apple;MacBook Pro;Ultrabook;13.3;IPS Panel Retina Display 2560x1600;Intel Core i5 2.9GHz;8GB;512GB SSD;Intel Iris Graphics 550;macOS;1.37kg;1958.9
Asus;Rog Strix;Gaming;17.3;Full HD 1920x1080;AMD Ryzen 1700 3GHz;16GB;256GB SSD +  1TB HDD;AMD Radeon RX 580;Windows 10;3.2kg;1549.0
Dell;Inspiron 3576;Notebook;15.6;Full HD 1920x1080;Intel Core i7 8550U 1.8GHz;8GB;256GB SSD;AMD Radeon 520;Linux;2.14kg;735.07
Lenovo;ThinkPad X1;2 in 1 Convertible;14.0;Touchscreen 2560x1440;Intel Core i7 6600U 2.6GHz;16GB;512GB SSD;Intel HD Graphics 520;Windows 10;1.36kg;2499.0
Toshiba;Satellite Pro;Notebook;15.6;1366x768;Intel Core i7 6500U 2.5GHz;8GB;500GB HDD;Nvidia GeForce 930M;Windows 10;2.2kg;812.0
Dell;Inspiron 5567;Notebook;15.6;1366x768;Intel Core i7 7500U 2.7GHz;12GB;1TB HDD;Intel HD Graphics 620;Windows 10;2.3kg;713.07
Dell;Inspiron 5770;Notebook;17.3;Full HD 1920x1080;Intel Core i7 8550U 1.8GHz;8GB;128GB SSD +  1TB HDD;AMD Radeon 530;Linux;2.8kg;1099.0
Acer;Aspire A515-51G;Notebook;15.6;IPS Panel Full HD 1920x1080;Intel Core i7 8550U 1.8GHz;8GB;1TB HDD;Nvidia GeForce MX130;Windows 10;2.2kg;745.0
Lenovo;IdeaPad 320-17ISK;Notebook;17.3;1600x900;Intel Core i3 6006U 2GHz;4GB;1TB HDD;Intel HD Graphics 520;Windows 10;2.8kg;489.0
Lenovo;IdeaPad 320-17IKBR;Notebook;17.3;Full HD 1920x1080;Intel Core i7 8550U 1.8GHz;8GB;2TB HDD;Nvidia GeForce MX150;No OS;2.8kg;849.0
Lenovo;IdeaPad 320-17IKB;Notebook;17.3;1600x900;Intel Core i7 7500U 2.7GHz;6GB;128GB SSD +  1TB HDD;Nvidia GeForce 940MX;Windows 10;2.8kg;859.0
